CremonaReference,Discriminant,Point,Height
2928a1,8,(16 : -54*s : 1),0.247749130882399998208404035


2928b1,-20,(1 : -3/2*s : 1),0.616565037838140097529070040


2928b2,-4,(3*s : -6*s + 10 : 1),0.350969051201916702057108261


2928c1,-3,(-2 : -4*s : 1),0.204429555584447714771029082


2928d1,12,(-s : -s + 6 : 1),0.281994706325263671442216529


2928e1,-4,(1/2*(9*s + 4) : 1/2*(-153*s + 72) :  1),0.439402456711235851798756613




2928e2,-659,(3*s - 69 : -15*s + 1155 : 1),1.20683160326305179424260142


2928e3,-611,(-36 : 306*s : 1),3.83393977393091623838568792


2928e4,-35,(-26 : 108*s : 1),1.05210649769784697784646347


2928f1,-20,(1/2*(-3*s + 8) : 1/2*(9*s - 24) : 1),0.176914950242377302497310870


2928f2,-20,(8 : 9*s : 1),0.353829900484754604994621741


2928g1,44,(20 : 96*s : 1),0.236209346373582738901360385


2928h1,-4,(-1 : -3/2*s : 1),0.188392105716128577935700941


2928h2,-4,(8 : -3*s : 1),0.376784211432257155871401883


2928i1,1,(34 : 6 : 1),0.369282349874889108172334799


2928j1,-7,(-3*s - 7 : 9*s - 3 : 1),0.698968567602687079390904409


2928j2,12,(-6*s - 4 : -38*s - 612 : 1),0.367824319351379718842342100


2928k1,-4,(-12 : -24*s : 1),0.378597976600089631157034074


2928k2,1,(42 : -366 : 1),0.299409504245771670994905476


2928l1,28,(26 : -648*s : 1),0.113179730821090604226546722


2928m1,-20,(1 : 3/2*s : 1),0.344205411218709845934354672


2928m2,12,(3*s + 16 : -18*s - 78 : 1),0.354284180094995852611814388


2928n1,-4,(-10 : -9*s : 1),0.117678818341975370084564066


2928o1,44,(-2 : -4*s : 1),0.652128334583042496373591466


2928o2,156,(-2*s - 2 : -8*s - 84 : 1),0.521239566929108975513858985


2928o3,476,(-2*s + 30 : -8*s + 300 : 1),0.797277383584630435638358663


2928o4,193,(3*s + 41 : -39*s + 537 : 1),0.967515538465758735548603614


2928p1,-4,(10 : 48*s : 1),0.0330372471763073105412728513


