CremonaReference,Discriminant,Point,Height
162a1,1,(-2 : 4 : 1),0.305934883868763313700370267


162a2,-3,(-3*s + 1 : -3*s + 4 : 1),0.101978294622921104566790089


162b1,12,(1/2*s : -2 : 1),0.146674927047853544408799513


162b2,24,(7 : 1/2*(-9*s - 8) : 1),0.300159961563159063780134574


162b3,-15,(3 : 8*s - 2 : 1),0.0969412190862056389085547073


162b4,-84,(-29 : -36*s + 14 : 1),0.735034941686778738299894672


162c1,-8,(-2 : 1/2*(3*s + 2) : 1),0.300159961563159063780134574


162c2,-4,(-8 : -9*s + 4 : 1),0.146674927047853544408799514


162c3,13,(2*s + 12 : 12*s - 53 : 1),0.232921177262971668230207246


162c4,5,(-8 : 72*s + 4 : 1),0.0969412190862056389085547073


162d1,-3,(s : 1 : 1),0.101978294622921104566790089


162d2,-3,(-5 : -3*s + 2 : 1),0.305934883868763313700370267


