CremonaReference,Discriminant,Point,Height
777a1,21,(1/2*(s - 1) : -s + 4 : 1),0.621543592944598057224230519


777a2,-3,(1/2*(7*s + 7) : 1/2*(21*s - 7) : 1),0.401295129318142944421959489


777a3,-11,(-11 : 1/2*(7*s + 11) : 1),0.597863670591092769919810734


777a4,21,(1/2*(-s + 3) : 1/2*(-3*s + 27) : 1),0.730357616898611384562785198


777b1,NA,NA,E1


777c1,-7,(-8 : 1/2*(3*s - 1) : 1),0.282889757486445259832689379


777d1,-3,(1/2*(7*s - 3) : 1/2*(7*s - 31) : 1),0.437201377563154216944037484


777d2,37,(1/2*(3*s - 1) : 1/2*(-11*s + 55) : 1),0.218600688781577108472018742


777d3,21,(1/2*(-9*s + 11) : 1/2*(-9*s + 151) :  1),0.406856176549397918381295972




777d4,21,(3*s + 23 : -29*s + 114 : 1),0.437201377563154216944037484


777e1,-56,(-29 : -9*s + 14 : 1),0.831688723616350330446890853


777e2,-11,(1/2*(9*s + 7) : -54*s + 63 : 1),0.603259994276325792558200890


777e3,-35,(12 : 1/2*(27*s - 13) : 1),0.614234335498393536877044940


777e4,1,(47 : 198 : 1),0.710105946935329496893162718


777f1,1,(0 : -2 : 1),0.196613492382531050239585162


777g1,1,(-6 : -11 : 1),0.0702799683284742115949989792


