CremonaReference,Discriminant,Point,Height
1596a1,-7,(11 : -57*s : 1),0.219822744365285967539890748


1596a2,-31,(22 : -162*s : 1),0.729956010359022540136567155


1596b1,-19,(s - 12 : 18*s + 19 : 1),0.255796869828783574016255830


1596b2,-15,(2/5 : -798/25*s : 1),0.325552933496058524424358528


1596c1,-515,(-13/5 : -1197/25*s : 1),1.58556517236256675256011684


1596c2,-563,(32 : -162*s : 1),1.61708270007705752126909736


1596d1,-15,(-15 : 7*s : 1),0.317687183078680355036345930


1596d2,-120,(-38 : 3*s : 1),1.00184690621313325576522558


1596e1,1,(-13 : -63 : 1),0.0801337117878159540080014972


1596e2,76,(-3*s + 18 : 21*s + 228 : 1),0.160267423575631908016002994


