CremonaReference,Discriminant,Point,Height,Provable
1818a1,-3,(-3*s + 1 : 6*s + 13 : 1),0.241482101265266275070234515,0

1818b1,-15,(1/2*(3*s + 5) : -3*s - 8 : 1),0.484902992206900166924191239,0

1818b2,33,(3*s + 16 : 1/2*(-39*s - 151) : 1),0.412471848375201707402974556,0

1818c1,13,(-3*s + 3 : -9*s - 66 : 1),0.498394416330865770267762121,0

1818c2,-51,(4 : -12*s - 2 : 1),1.28284462801908693182517837,0

1818d1,-24,(-12 : 6*s + 6 : 1),0.732307190385170614202785569,0

1818d2,104,(-4 : 1/2*(101*s + 4) : 1),0.803590512773828447257014077,0

1818e1,12,(1/2*(-3*s + 10) : -6*s - 25 : 1),0.225080620064948342594977490,0

1818f1,129,(-13 : 1/2*(243*s + 13) : 1),0.805393887868704457061803595,0

1818g1,-3,(0 : 72*s : 1),0.0247449123870979335291681922,0

1818h1,-24,(1/2*(s + 2) : 1/2*(s - 2) : 1),0.514615432390320848935781900,0

1818h2,37,(s + 3 : 1/2*(3*s + 13) : 1),0.587385433084210967625596274,0

1818i1,-303,(-s - 2 : -s + 51 : 1),0.391310638123967959520288954,0

1818i2,-7,(-17 : -108*s + 8 : 1),1.36866939408428786740741364,0

1818j1,-3,(s : s - 2 : 1),0.241482101265266275070234515,0

1818k1,-3,(-3*s : -3*s + 4 : 1),0.201814922615627481539519185,0

1818l1,1,(25 : -157 : 1),0.110691273957244272633783753,0

1818m1,-39,(-21 : 18*s + 10 : 1),0.545153514242485603327412671,0

1818m2,33,(3*s + 30 : 3*s + 115 : 1),0.370351851108406841053313975,0

1818m3,-415,(-15 : -27*s + 7 : 1),2.21029088587405663657806131,0

1818m4,609,(-27 : 81*s + 13 : 1),1.15977097165438427322192873,0

