CremonaReference,Discriminant,Point,Height
368a1,-4,(-s - 1 : -s + 2 : 1),0.204158376676326305612777844


368a2,-7,(s - 6 : 3*s + 11 : 1),0.348964060297046896139189373


368b1,12,(1 : 8*s : 1),0.0990304840435172921998959419


368b2,12,(-4*s + 17 : 32*s + 104 : 1),0.0495152420217586460999479709


368c1,-4,(-2 : 1/2*s : 1),0.103067236811636715445912720


368d1,-4,(0 : 1/2*s : 1),0.123130911201876540327916332


368e1,-8,(1/2*s : 1 : 1),0.377798363609300783036241128


368e2,8,(1/2*(-s + 8) : -2*s + 3 : 1),0.158998904335743478156553805


368f1,-4,(-1 : 1/2*s : 1),0.0498083972980648266401690939


368g1,12,(1/2*(-s + 12) : 2*s - 7 : 1),0.184456002009429856242072806


