CremonaReference,Discriminant,Point,Height
1512a1,12,(9 : -7*s : 1),0.226528820405419366680572805


1512b1,-7,(2 : -2*s : 1),0.211278913974598023592115079


1512c1,NA,NA,E1


1512d1,12,(3 : 2*s : 1),0.164111269868951257442793241


1512e1,1,(-30 : -126 : 1),0.0464507496004186411999841803


1512f1,12,(-3*s - 3 : 9*s + 18 : 1),0.200097808589166533720233327


1512g1,-107,(-19 : 147*s : 1),1.22606537835824318616513890


1512h1,24,(15 : -42*s : 1),0.273018631293486301315098884


1512i1,-4,(-9 : -18*s : 1),0.164111269868951257442793241


1512j1,-3,(10 : 14*s : 1),0.0464507496004186411999841803


1512k1,21,(-6 : 6*s : 1),0.211278913974598023592115079


1512l1,-3,(-5 : 4*s : 1),0.249160118959494957884941382


