CremonaReference,Discriminant,Point,Height,Provable
1443a1,24,(-9/2 : 1/8*(117*s - 4) : 1),0.513550479377249393626819152,0

1443b1,-7,(-7 : 1/2*(-27*s - 1) : 1),0.329204041635716845549624445,0

1443c1,13,(1/2*(s + 1) : 1/2*(-s + 5) : 1),0.210229249328712113789289281,0

1443c2,1,(0 : -7 : 1),0.420458498657424227578578562,0

1443d1,920,(65/4 : 1/16*(-333*s - 130) : 1),1.59222441289106029488660391,0

1443d2,13,(-17 : 1/2*(-481*s + 17) : 1),0.638584494873859189244908587,0

1443e1,13,(1/2*(3*s + 7) : 3*s + 8 : 1),0.129444982979252575866070878,0

1443e2,1,(11 : -25 : 1),0.258889965958505151732141755,0

