CremonaReference,Discriminant,Point,Height,Provable
1830a1,29,(-20 : -54*s + 10 : 1),0.685293121926963288915845793,0

1830b1,-915,(-8 : -4*s + 4 : 1),0.386459612741933222363445085,0

1830c1,5,(3*s + 8 : 15*s - 42 : 1),0.200374192350902263864676329,0

1830c2,1,(-22 : 102 : 1),0.505979818379625271929410381,0

1830d1,5,(6*s + 15 : -54*s - 53 : 1),0.0884060818106098222150906213,0

1830d2,1,(-23 : -475 : 1),0.176812163621219644430181242,0

1830e1,1,(10 : -43 : 1),0.155792264176749052816905104,0

1830f1,-3,(-5*s + 6 : 15*s - 36 : 1),0.161055071642418622657476967,0

1830f2,13,(-6 : 1/2*(75*s + 5) : 1),0.503387432804129680821650256,0

1830g1,-519,(43 : 80*s - 22 : 1),1.50551039429653594801251076,0

1830g2,-231,(1/3 : 1/9*(-4880*s - 6) : 1),0.588153836934243486762379371,0

1830g3,NA,NA,E1,NA

1830g4,561,(-33 : -610*s + 16 : 1),1.15765595548827550839599298,0

1830g5,NA,NA,E1,NA

1830g6,NA,NA,E1,NA

1830h1,5,(-4 : 1/2*(-27*s + 3) : 1),0.278814734287384331276660680,0

1830i1,-4,(-7 : 1/2*(-15*s + 6) : 1),0.0846581345892324733461568761,0

1830j1,1,(-2 : 7 : 1),0.0840129853954687031892568278,0

1830k1,-15,(-2 : -3*s + 1 : 1),0.215764195085794813389033859,0

1830k2,-4,(8 : -61*s - 4 : 1),0.214491217544102799678986519,0

1830l1,1,(14 : 473 : 1),0.0122529773130731956158363607,0

