CremonaReference,Discriminant,Point,Height
2961a1,1,(1 : -2 : 1),0.306701099547198850289150587


2961b1,-3,(-3 : 1/2*(9*s - 1) : 1),0.306701099547198850289150587


2961c1,-3,(9 : 1/2*(423*s - 9) : 1),0.188521017199504000517189467


2961c2,-3,(0 : 846*s : 1),0.377042034399008001034378935


2961d1,5,(1/2*(9*s + 7) : 18*s - 49 : 1),0.602053047918118867229565312


2961d2,21,(1/2*(-9*s + 13) : 1/2*(45*s + 7) : 1),0.397834791557172108341579638


2961d3,-259,(43 : 1/2*(-47*s - 43) : 1),1.56520376695313349936180028


2961d4,-51,(-31 : 1/2*(-63*s + 31) : 1),0.570437951591548852350009458


2961e1,104,(10 : 1/2*(-49*s - 10) : 1),1.10615679787012154549765225


2961f1,-3,(1/2*(9*s - 5) : 1/2*(-9*s - 39) : 1),0.372911382704708786046401217


2961f2,12,(1/2*(-9*s + 10) : 1/2*(9*s - 114) :  1),0.284442324023077797058152118




2961g1,-39,(-17 : 1/2*(-21*s - 1) : 1),0.553475415178080230971684644


2961h1,-39,(23 : 1/2*(-567*s - 1) : 1),0.882349778527840113744545854


