CremonaReference,Discriminant,Point,Height
1624a1,1,(-1 : 2 : 1),0.321077871011240457737096263


1624b1,44,(4 : -29*s : 1),0.674987833845497533908413359


1624b2,60,(4 : -203*s : 1),0.980390764946676844292625060


1624c1,8,(-s + 1 : -s + 1 : 1),0.549078762638086702236239905


1624c2,-7,(2*s + 2 : 4*s + 2 : 1),0.401040523914862127745617268


1624d1,-7,(-4*s - 2 : -2*s - 28 : 1),0.242087071786275584636546376


1624d2,1,(0 : -56 : 1),0.484174143572551169273092751


1624e1,44,(1/2*(s + 6) : -s - 3 : 1),0.735134804523011477041440851


1624e2,65,(2*s + 7 : -4*s - 34 : 1),0.868367254037872010844932291


1624e3,-264,(-41 : 2*s : 1),1.09568182135500619305268680


1624e4,-120,(2*s - 1 : 8*s - 76 : 1),0.809243912388698034136660542


