CremonaReference,Discriminant,Point,Height,Provable
1506a1,13,(-19 : -144*s + 9 : 1),0.305754414582424504479488612,0

1506a2,133,(21 : 108*s - 11 : 1),1.12834407704201634096839294,0

1506b1,-3,(1 : 6*s - 1 : 1),0.128911254277526222983733393,0

1506c1,-3,(7 : 32*s - 4 : 1),0.155582469029944830302547359,0

1506d1,1,(12 : -47 : 1),0.105834312302040578504775388,0

1506e1,1,(2 : 2 : 1),0.0896177775612949478115112709,0

1506f1,1,(10 : -149 : 1),0.0428647968469183895990359136,0

1506g1,-7,(-6 : -2*s + 3 : 1),0.378560659270960461261833162,0

1506h1,24,(-1/2*s : s + 3 : 1),0.555205765009507571989478776,0

1506h2,21,(s + 4 : 1/2*(3*s + 29) : 1),0.305427362854914955854017172,0

