CremonaReference,Discriminant,Point,Height
2118a1,-3,(-4 : 16*s + 2 : 1),0.198411724918896067919254476


2118b1,33,(-s + 16 : 7*s - 46 : 1),0.712225631890560542284835339


2118b2,321,(-5 : -4*s + 2 : 1),1.98771476682929019080722958


2118c1,-3,(5 : 8*s - 3 : 1),0.116958561122047959932473018


2118d1,1,(3 : 16 : 1),0.143183618884505261939642450


2118e1,1,(15 : -5 : 1),0.352476762041478016888051259


2118f1,577,(-24 : 144*s + 12 : 1),1.27631837402924904201835118


2118g1,1,(-2 : 10 : 1),0.0716350646328313853294221449


2118h1,1,(2 : 2 : 1),0.217075084884221137979783727


