CremonaReference,Discriminant,Point,Height
174a1,349,(31 : -54*s - 16 : 1),1.14967951270633887220628779


174a2,-179,(-23 : -432*s + 11 : 1),1.40931321632692164446707498


174b1,-8,(-3*s + 2 : -6*s - 13 : 1),0.448298997123375913266430097


174b2,-411,(-19 : 1/2*(-29*s + 19) : 1),0.827768807126031652003829329


174c1,-4,(-3 : 1/2*(-3*s + 2) : 1),0.111338292299578166120886604


174d1,-15,(1/2*(-s + 1) : 1/2*(-s - 3) : 1),0.455044817661502970730906319


174d2,-7,(1/2*(-3*s - 3) : 3*s + 10 : 1),0.238841405302900459188759547


174d3,-7,(-8 : 1/2*(-9*s + 7) : 1),0.477682810605800918377519095


174d4,-15,(-16 : 1/2*(29*s + 15) : 1),0.455044817661502970730906319


174e1,-3,(-4 : -2*s + 2 : 1),0.0273217016665049324201465617


