CremonaReference,Discriminant,Point,Height
1445a1,-3,(1 : 1/2*(-5*s - 1) : 1),0.291598084307470725133955427


1445a2,-31,(-17 : 1/2*(-s - 1) : 1),0.649375788196432372066754583


1445b1,85,(1 : 1/2*(-17*s - 1) : 1),0.221278422453480167788346820


1445c1,5,(0 : 1/2*(s - 1) : 1),0.221278422453480167788346820


1445d1,-51,(24 : 1/2*(85*s - 25) : 1),0.503290993791453857958348085


1445d2,-51,(-10 : 1/2*(85*s + 9) : 1),0.251645496895726928979174043


1445e1,-51,(11 : 1/2*(85*s - 1) : 1),0.291598084307470725133955427


1445e2,NA,NA,E1


