CremonaReference,Discriminant,Point,Height,Provable
234a1,-39,(-5 : 1/2*(3*s + 5) : 1),0.197635432545543951566601123,0

234a2,24,(16 : 1/2*(-39*s - 16) : 1),0.0893177949464042738743864572,0

234b1,-3,(-3*s - 2 : -3*s - 13 : 1),0.0692899282203532811388576909,0

234b2,-3,(-11 : -9*s + 5 : 1),0.138579856440706562277715382,0

234c1,-3,(s + 1 : s - 2 : 1),0.0692899282203532811388576909,0

234c2,1,(4 : 1 : 1),0.138579856440706562277715382,0

234d1,-15,(5 : 36*s - 3 : 1),0.0856792779429685993937795976,0

234d2,-231,(17 : 54*s - 9 : 1),0.820083033618986860118697594,0

234d3,-627,(-64 : 1/2*(-351*s + 63) : 1),1.18625391260277702766447289,0

234d4,21,(-7 : 162*s + 3 : 1),0.451539702442394172820335735,0

234e1,12,(3 : 1/2*(3*s - 4) : 1),0.166288191600139793395140784,1

234e2,12,(-3/2*s : 1/2*(3*s + 26) : 1),0.0554293972000465977983802617,0

234e3,177,(21 : 12*s - 11 : 1),0.801778643587793277471833560,0

