CremonaReference,Discriminant,Point,Height
2678a1,-739,(56/9 : 1/27*(-43264*s - 84) : 1),1.71886519061196861368567403


2678b1,309,(1 : -s - 1 : 1),0.355975434567735030140462784


2678c1,-4,(0 : -s : 1),1.12063697698832236575293997


2678d1,1,(-2 : 2 : 1),0.394068495114884923116550180


2678e1,13,(-4*s + 22 : -44*s - 89 : 1),0.381455076467423901927468801


2678f1,-571,(-48 : 416*s + 24 : 1),1.05595031515371548703665575


2678f2,NA,NA,E1


2678g1,8,(2 : 1/2*(-s - 2) : 1),0.455099130654932138883538329


2678h1,568,(-2*s + 54 : 30*s + 669 : 1),2.85097770921030954897906284


2678h2,93,(37 : 103*s - 19 : 1),1.17892732730430081507625589


2678h3,NA,NA,E1


2678i1,1,(-2 : 9 : 1),0.156280914924171755827041641


2678j1,-91,(3 : 2*s - 2 : 1),1.26434359405516326135305220


2678k1,1,(-6 : 7 : 1),0.267544178898785428271951384


2678l1,1,(13 : 6 : 1),0.170368765071970253204688699


2678m1,-7,(-12 : 128*s + 6 : 1),0.230871219228807086662842247


2678n1,1,(6 : -2 : 1),0.201307262367606609754041204


