CremonaReference,Discriminant,Point,Height,Provable
2944a1,-56,(1/2*s : -s + 6 : 1),0.466243788161783762246173076,0

2944a2,-23,(1/2*(s - 17) : 1/2*(3*s + 23) : 1),0.604896802937298688986649891,0

2944b1,104,(1/2*(-s + 8) : -s + 14 : 1),0.540755839591380446511472691,0

2944b2,56,(-s - 1 : -2*s - 16 : 1),0.564801263502698726920678398,0

2944c1,28,(1/2*s : -s + 6 : 1),0.685289991122338239947284563,0

2944c2,13,(2*s + 5 : -4*s - 24 : 1),0.540755839591380446511472691,0

2944d1,-7,(-1 : -2*s : 1),0.932487576323567524492346153,0

2944d2,-7,(-2*s - 1 : 4*s + 16 : 1),0.466243788161783762246173077,0

