CremonaReference,Discriminant,Point,Height
1074a1,1,(-1 : -1 : 1),0.253357053304885519105966723


1074b1,65,(26 : 297*s - 13 : 1),2.54352861383954912693092284


1074b2,952,(0 : -179/2*s : 1),2.64940644132128193543510775


1074c1,-3,(-8 : 4*s + 4 : 1),0.174109746348983905567105630


1074d1,-19,(-10 : 12*s + 5 : 1),0.529662361946700099811883070


1074d2,65,(1/2*(-9*s + 29) : 1/2*(45*s - 235) : 1),0.411643099698883225239826513


1074d3,17,(1/2*(9*s + 65) : 1/2*(-81*s + 233) : 1),0.539020922383100159623077818


1074d4,-31,(12 : -27*s - 6 : 1),0.977368818510949001603896074


1074e1,-3,(2 : -s - 1 : 1),0.410972254725387077616544385


1074e2,13,(2*s + 8 : -9*s - 41 : 1),0.382964789343404004767855434


1074f1,1,(15 : 56 : 1),0.105912262919478560971325168


1074g1,-7,(3 : 9*s - 2 : 1),0.352959888398272609517766400


1074h1,1,(2 : 8 : 1),0.0553788173920857115273808823


