CremonaReference,Discriminant,Point,Height
582a1,-3,(0 : -3*s : 1),0.329537378060757014157644051


582a2,8,(3*s + 14 : -24*s - 55 : 1),0.283132668545279005586097660


582b1,-103,(-39 : 144*s + 19 : 1),1.02822209200696622838747765


582b2,-555,(-57/4 : 1/8*(-5238*s + 53) : 1),3.53411764432695165689108513


582c1,1,(1 : 3 : 1),0.171472697838335525253780787


582c2,8,(s + 9 : -8*s + 11 : 1),0.0857363489191677626268903936


582d1,-11,(1 : 1/2*(-3*s - 1) : 1),0.687370145144536475556266800


582d2,-212,(1/2*(-s - 14) : 1/2*(-s - 62) : 1),0.767369569677682305322483725


582d3,-219,(-33 : 1/2*(-s + 33) : 1),1.04153535231397605790952992


582d4,-115,(s - 6 : 1/2*(3*s - 81) : 1),0.725880179585030764617676033


