CremonaReference,Discriminant,Point,Height
714a1,5,(-20 : -168*s + 10 : 1),0.0675210355733787057886862464


714a2,5,(-14 : -1071*s + 7 : 1),0.540168284587029646309489970


714b1,-7,(1 : 1/2*(-9*s - 1) : 1),0.140917372098975077207614284


714c1,-307,(-10 : -42*s + 5 : 1),1.06467763613890683145386118


714d1,-7,(1/2*(3*s + 3) : 3*s - 6 : 1),0.129952616404069730740154418


714d2,21,(2*s + 2 : -9*s + 34 : 1),0.229403112577450916624553887


714e1,-23,(-7 : 34*s + 3 : 1),0.429622497874838549434398607


714f1,17,(-s + 4 : 5*s - 11 : 1),0.211449325539855453427671700


714f2,17,(3*s - 4 : -9*s + 27 : 1),0.105724662769927726713835850


714f3,1,(-19 : 60 : 1),0.211449325539855453427671700


714f4,56,(1/2*(-9*s + 14) : 1/2*(-63*s - 512) :  1),0.211449325539855453427671700




714g1,65,(-3 : 336*s + 1 : 1),0.403774610237435213485034362


714g2,-47,(7*s + 12 : -189*s + 1740 : 1),0.762350727090044178194502582


714g3,-559,(-23 : 714*s + 11 : 1),1.16723699589488875323081987


714g4,445,(2 : 1/2*(441*s - 3) : 1),1.93279098706527183277822426


714g5,NA,NA,E1


714g6,-376,(45 : 1377*s - 23 : 1),1.47223673657224119664534104


714h1,-3,(0 : 1/2*(-s - 1) : 1),0.237940195378359945970847571


714i1,-119,(-36 : 18*s + 18 : 1),0.453592998662491260690540981


714i2,-59,(-33 : 1/2*(147*s + 33) : 1),0.950724032093952871613286060


714i3,NA,NA,E1


