CremonaReference,Discriminant,Point,Height,Provable
1584a1,-3,(s : 3*s - 3 : 1),0.292156076922479517962587463,0

1584a2,12,(s + 3 : -3*s + 6 : 1),0.339521420157428603877187316,0

1584b1,-3,(-3*s : -9*s - 27 : 1),0.292156076922479517962587463,0

1584b2,-3,(-9 : 18*s : 1),0.584312153844959035925174925,0

1584c1,28,(1/2*(3*s + 14) : 1/2*(9*s + 72) : 1),0.458423895832607202806730009,0

1584c2,60,(7 : -3*s : 1),0.606194726034012669779419475,0

1584c3,8,(-15 : -22*s : 1),0.554667417574108659517497012,0

1584c4,97,(-3*s + 16 : 27*s + 261 : 1),0.834941357132206723850369347,0

1584d1,12,(6 : -3*s : 1),0.0402643643368806429432151523,0

1584e1,-296,(-44 : -243/2*s : 1),2.02385816451723817929975295,0

1584e2,-24,(13 : -594*s : 1),0.178239312613947098693044714,0

1584f1,33,(3*s + 16 : -15*s - 99 : 1),0.367292479243266000833739734,0

1584f2,-24,(-3*s - 11 : 9*s - 72 : 1),0.183646239621633000416869867,0

1584g1,-11,(-s - 2 : 5*s + 11 : 1),0.441181952582334152814533858,0

1584g2,12,(-3*s + 11 : -15*s + 18 : 1),0.220590976291167076407266929,0

1584g3,1,(41 : 36 : 1),0.441181952582334152814533858,0

1584g4,-8,(-6*s - 7 : 18*s - 108 : 1),0.338417838574371689816388035,0

1584h1,-20,(17 : -44*s : 1),0.338356428253122940460345518,0

1584h2,-68,(-2*s - 15 : -8*s - 244 : 1),0.664705200888100483593907800,0

1584h3,44,(17 : 64*s : 1),0.371533180628727740474357798,0

1584h4,780,(57 : 132*s : 1),1.19008489646100023803837376,0

1584i1,12,(-3 : 6*s : 1),0.302571384561494999176143035,0

1584i2,12,(-3 : -66*s : 1),0.151285692280747499588071517,0

1584j1,-132,(-35 : -12*s : 1),0.371533180628727740474357797,0

1584j2,-260,(-19 : -44*s : 1),1.19008489646100023803837376,0

1584j3,1,(37 : -352 : 1),0.542013448570794420005541926,0

1584j4,1,(-17 : 242 : 1),1.08402689714158884001108385,0

1584k1,-4,(-7 : 6*s : 1),0.302571384561494999176143035,0

1584k2,-4,(1 : -22*s : 1),0.151285692280747499588071517,0

1584l1,1,(7 : 54 : 1),0.491439190485467904828026619,0

1584l2,12,(-6*s + 1 : 18*s - 180 : 1),0.245719595242733952414013310,0

1584l3,-68,(-11 : 72*s : 1),0.767762290861326137058770626,0

1584l4,-3,(19 : -594*s : 1),0.734529763589144327958496704,0

1584m1,60,(-4 : -27/2*s : 1),0.129481275563238559853047545,0

1584m2,156,(29 : -33*s : 1),0.809439707908189937292810982,0

1584n1,-4,(5 : -18*s : 1),0.195042991397311341888636342,0

1584n2,-4,(-7 : 108*s : 1),0.390085982794622683777272684,0

1584n3,-779,(-7 : -72*s : 1),2.10185145488285937304105568,0

1584n4,-39,(3*s + 8 : 63*s - 45 : 1),0.531336684061171716055243746,0

1584o1,-3,(-2 : 6*s : 1),0.175063830252031989785577193,0

1584o2,-3,(10 : -66*s : 1),0.0583546100840106632618590644,0

1584p1,44,(4 : 2*s : 1),0.306230066563959378324962411,0

1584p2,-24,(-10 : -33*s : 1),0.183019093150093106944844842,0

1584p3,NA,NA,E1,NA

1584q1,-3,(5 : 72*s : 1),0.241597126872717984966324750,0

1584q2,60,(-7 : -18*s : 1),0.427217455667670201827107228,0

1584q3,312,(20 : 99/2*s : 1),1.02706095493752870054768545,0

1584q4,60,(17 : 54*s : 1),0.213608727833835100913553613,0

1584r1,-4,(-2 : 9/2*s : 1),0.311641691885600072853416607,0

1584r2,-4,(1 : 9*s : 1),0.155820845942800036426708303,0

1584s1,-132,(37 : 18*s : 1),0.302874733631981967958710547,0

1584s2,57,(31 : 162*s : 1),1.08081018897647924660783978,0

1584s3,-227,(34 : -1782*s : 1),3.77608852957047977791504519,0

1584s4,-107,(59 : -2662*s : 1),1.28463260473738463438097746,0

