CremonaReference,Discriminant,Point,Height
2340a1,12,(6 : 45*s : 1),0.186652888937392243418283149


2340b1,-39,(-s + 3 : -3*s : 1),0.314209509072008363316786172


2340b2,12,(5*s + 9 : -15*s - 60 : 1),0.187604627000032392934845252


2340c1,1,(28 : -150 : 1),0.127489562707511059027361089


2340d1,13,(5*s + 17 : -25*s - 130 : 1),0.314209509072008363316786172


2340d2,21,(3 : 30*s : 1),0.414280754482313224156008361


2340e1,-3,(-14 : -15*s : 1),0.223589035410077393396048068


2340e2,-3,(-5 : 78*s : 1),0.447178070820154786792096137


2340f1,201,(-8 : -162*s : 1),1.06432951303495862826598061


2340g1,-87,(-32 : 3*s : 1),0.726510175097365305613563761


2340g2,-15,(19 : 78*s : 1),0.204980138808630912308853934


2340h1,-3,(8 : 45*s : 1),0.111640378691603130504340162


2340h2,24,(17 : 45*s : 1),0.312656028342941521425471541


2340i1,13,(2*s + 10 : -10*s - 52 : 1),0.408630902330755793326453473


2340i2,1,(-40 : 234 : 1),0.270879963773000212168591900


