CremonaReference,Discriminant,Point,Height,Provable
1918a1,-15,(1/2*(7*s + 15) : 1/2*(21*s + 59) :  1),0.247513156483704233343667141,0


1918a2,-15,(17 : 1/2*(-49*s - 17) : 1),0.495026312967408466687334282,0

1918b1,1,(-1 : 28 : 1),0.380104573222685832550017064,0

1918b2,-4,(1/2*(-7*s + 10) : 21*s + 11 : 1),0.190052286611342916275008532,0

1918c1,1,(-2 : -3 : 1),0.534770760128093899189788402,0

1918c2,-8,(-s - 11 : 2*s - 11 : 1),0.267385380064046949594894201,0

1918d1,-19,(-2 : -14*s + 1 : 1),0.438207976249907758610116765,0

1918d2,-31,(-19 : 1/2*(137*s + 19) : 1),1.43752837012048057643585427,0

1918e1,-23,(22 : 12348*s - 11 : 1),1.88994210929594345960200247,0

1918f1,-7,(s - 2 : 2*s + 4 : 1),0.280847632443053477127462197,0

1918f2,-7,(s - 4 : -5*s + 13 : 1),0.392644372990687172488152496,0

1918g1,-3,(-2 : 1/2*(7*s + 1) : 1),0.238183207954927071418086877,0
