CremonaReference,Discriminant,Point,Height
2838a1,1,(-4 : 13 : 1),0.134179103046138161786917121


2838b1,933,(45 : 162*s - 23 : 1),2.11538789771594078119658025


2838b2,613,(-33 : 444*s + 16 : 1),4.00965075551751068596277469


2838c1,-3,(-9 : -12*s + 4 : 1),0.132023973651248382134731311


2838d1,33,(-2*s + 6 : 6*s - 36 : 1),0.156553419798444575345391873


2838d2,-7,(-6*s + 4 : 27*s + 13 : 1),0.261445202898628104000825072


2838e1,1,(42 : 63 : 1),0.693656647764995026943050518


2838e2,-71,(-3*s + 25 : 48*s + 223 : 1),0.751526373258717227440491093


2838e3,-551,(40 : -129*s - 20 : 1),1.34708604990040271147484063


2838e4,97,(-16 : 81*s + 8 : 1),1.05592092969858272168172841


2838e5,NA,NA,E1


2838e6,-84,(42 : -473*s - 21 : 1),1.21279122834728785543104395


2838f1,129,(-4*s + 12 : 252 : 1),0.178667490255430506486892035


2838f2,1,(-8 : 268 : 1),0.0893337451277152532434460170


