CremonaReference,Discriminant,Point,Height
1488a1,-4,(-8 : 27/2*s : 1),0.0738670094555954764783532503


1488b1,-4,(-6 : -3/2*s : 1),0.0635771181298602646420893549


1488c1,44,(-3/2*s : 1/2*(-9*s - 60) : 1),0.413647025792968219382942209


1488c2,5,(3*s - 1 : -9*s + 39 : 1),0.342664556022735334048558596


1488c3,5,(-14 : -18*s : 1),0.685329112045470668097117193


1488c4,41,(3*s + 5 : 15*s + 69 : 1),0.707635543895670668475846747


1488d1,-8,(5/2 : 93/8*s : 1),0.242543209197521963818891026


1488e1,-4,(-2 : -3/2*s : 1),0.198532114340775392412365946


1488f1,1,(-15 : -93 : 1),0.157724362323340758761407535


1488g1,1,(-2 : 12 : 1),0.0932465278418876892743225612


1488h1,12,(12 : -18*s : 1),0.359508589188667999855444714


1488h2,21,(0 : 248*s : 1),0.243978850952966197480737801


1488i1,-24,(1/2*(s - 2) : 1/2*(s - 10) : 1),0.299876304963886674484706137


1488i2,-20,(-8 : -s : 1),0.336019682261305114722550965


1488j1,188,(12 : 27/2*s : 1),0.635258664654946392960139601


1488j2,908,(36 : 417/2*s : 1),4.36333520397695579954790186


1488k1,12,(12 : 4*s : 1),0.0370283409560906285211664683


1488l1,-4,(2 : -3/2*s : 1),0.0466439957664831020692336184


1488m1,-4,(0 : -3/2*s : 1),0.0593206218603571396033637140


1488n1,1,(14 : 72 : 1),0.0611274644099345693041285373


