CremonaReference,Discriminant,Point,Height
2775a1,-355,(-23 : 1/2*(225*s - 1) : 1),0.820368787748095511904625256


2775a2,NA,NA,E1


2775b1,-55,(-8 : 1/2*(75*s - 1) : 1),0.671611735754133012567618734


2775c1,-15,(12 : 1/2*(25*s - 1) : 1),0.0874597187989494150625095815


2775d1,53,(-1 : 1/2*(27*s - 1) : 1),1.09601010621878745464117557


2775e1,-3,(-3 : 1/2*(15*s - 1) : 1),0.354640427467361755425298549


2775f1,5,(-3 : 1/2*(135*s - 1) : 1),0.289758566939629707437973411


2775g1,-15,(-17 : 1/2*(75*s - 1) : 1),0.354640427467361755425298549


2775h1,1,(43 : -278 : 1),0.151730832695916907693195294


2775i1,1,(8 : -23 : 1),0.0724396417349074268594933528


2775j1,1,(47 : 499 : 1),0.478853072436526551011116058


