CremonaReference,Discriminant,Point,Height
873a1,-3,(5 : 1/2*(9*s - 5) : 1),0.442217630194600911048049963


873a2,24,(1/4*(3*s + 2) : 1/8*(-21*s + 196) : 1),0.629467731864587104530185580


873b1,-132,(-28 : 1/2*(9*s + 28) : 1),0.695850084403331535724938817


873b2,-227,(3*s - 4 : 1/2*(33*s - 581) : 1),0.853354280460794259578830348


873b3,165,(23 : 1/2*(-27*s - 23) : 1),1.10040847710653119519133802


873b4,-24,(1/4*(-9*s - 10) : 1/8*(-531*s + 280) :  1),1.18938488713786121097168168




873c1,-339,(58 : 1/2*(243*s - 1) : 1),0.861641109288687733698977336


873d1,1,(1 : -5 : 1),0.121435906743260971581085908


