CremonaReference,Discriminant,Point,Height,Provable
822a1,-4,(0 : -3/2*s : 1),0.170955360942093984582650138,0

822b1,-11,(9 : -324*s - 5 : 1),1.05243612056756906604884886,0

822b2,-11,(-11 : -270*s + 5 : 1),1.31115463785524334060315303,0

822c1,13,(-6*s - 1 : 24*s + 93 : 1),0.353078569986680501417640075,0

822c2,13,(11 : 96*s - 6 : 1),1.05923570996004150425292022,0

822d1,1,(3 : 10 : 1),0.116077970123134297254931908,0

822e1,33,(-2*s + 4 : 6*s - 29 : 1),0.632269529126554601708063624,0

822e2,-7,(s - 11 : -11 : 1),0.405980387953004943739055430,0

822e3,-755,(-33 : 1/2*(-9*s + 33) : 1),1.43519929042340957533955059,0

822e4,-115,(-3*s + 8 : 1/2*(-33*s - 149) : 1),0.870108702582198018831549686,0

822f1,-3,(-1 : 1/2*(-s + 1) : 1),0.263134810913348807041817913,1

