CremonaReference,Discriminant,Point,Height,Provable
1080a1,1,(-1 : 3 : 1),0.120637629039154654890884284,0

1080b1,-4,(-13 : 50*s : 1),0.487238375543719973922528717,0

1080c1,-15,(3 : 3*s : 1),0.235345960878266814738247305,0

1080d1,-3,(-6 : -45*s : 1),0.210628014132206635229627587,0

1080e1,1,(18 : 90 : 1),0.0871859895396137824530449253,0

1080f1,1,(27 : 45 : 1),0.0495855592617320994493043837,0

1080g1,12,(-9 : -10*s : 1),0.0541375972826355526580587462,0

1080h1,-3,(-9 : 5*s : 1),0.0495855592617320994493043837,0

1080i1,1,(17 : 75 : 1),0.0526570035330516588074068970,0

1080j1,-3,(-6 : -10*s : 1),0.0871859895396137824530449253,0

1080k1,12,(1/2*s : -1/2*s : 1),0.175502270143612582377763927,1

1080l1,-3,(3 : -9*s : 1),0.120637629039154654890884284,0

