CremonaReference,Discriminant,Point,Height
2394a1,380,(s - 6 : 2*s - 35 : 1),0.669448640474000355992798922


2394a2,348,(s + 42 : 1/2*(-25*s + 408) : 1),1.01161633506975769562052489


2394a3,-15,(1 : 1/2*(171*s - 1) : 1),0.557205925508094520779376537


2394a4,177,(3*s - 26 : 1/2*(33*s - 1351) : 1),0.986796124569238817997456512


2394b1,65,(21 : 1/2*(1029*s - 21) : 1),2.05111802916536226760890121


2394b2,753,(1/2*(-7*s + 9) : 1/2*(-301*s - 2997) :  1),2.35616773303782237002258726




2394b3,1,(91 : -1841 : 1),1.27700608286907153744433667


2394b4,21,(22 : -2352*s - 11 : 1),1.63517053457537660538415972


2394c1,21,(s + 1 : s - 11 : 1),0.0805409683356135903328485242


2394c2,1,(-2 : 22 : 1),0.161081936671227180665697048


2394d1,-795,(6/5 : 1/25*(504*s - 15) : 1),1.30447794894408463860831773


2394d2,357,(18 : -54*s - 9 : 1),0.717518603743782270956989458


2394e1,1,(-12 : -298 : 1),0.496785222077726590096048752


2394e2,1,(51 : -928 : 1),0.993570444155453180192097505


2394f1,-7,(1/2*(-9*s - 9) : -45 : 1),0.355438141748054614947029220


2394f2,57,(1/2*(-3*s - 3) : -9*s - 42 : 1),0.177719070874027307473514610


2394f3,1,(-21 : -75 : 1),0.355438141748054614947029220


2394f4,1,(60 : -21 : 1),0.355438141748054614947029220


2394g1,28,(2*s - 13 : -12*s - 8 : 1),0.383053870112807206352736070


2394g2,28,(1/2*(3*s - 40) : 6*s + 6 : 1),0.766107740225614412705472139


2394g3,-59,(-7 : -49*s + 3 : 1),1.22430202527679012997862388


2394g4,NA,NA,E1


2394h1,-247,(-3*s - 30 : 39*s + 670 : 1),1.12820608566222745022265150


2394h2,-31,(-21 : 399*s + 10 : 1),0.522967343330776201052577331


2394h3,-195,(-62 : 1/2*(3087*s + 61) : 1),2.05111802916536226760890121


2394h4,-951,(1/3 : 1/9*(6811*s - 6) : 1),4.25284104991138430394862669


2394i1,-3,(-2 : 1/2*(63*s + 1) : 1),0.322163873342454361331394097


2394i2,-3,(7 : 63*s - 4 : 1),0.161081936671227180665697048


2394j1,-3,(-3*s - 4 : 6*s + 24 : 1),0.114755856299075801508711002


2394j2,-3,(-7 : -57*s + 3 : 1),0.229511712598151603017422003


2394k1,1,(-11 : -107 : 1),0.548588819768404541809547572


2394k2,-3,(6*s - 3 : 150*s - 71 : 1),0.274294409884202270904773787


2394k3,-195,(48 : 1/2*(-399*s - 49) : 1),1.13252046973524564013531991


2394k4,-51,(18 : 1/2*(-147*s - 19) : 1),0.676971740895376133767506742


2394l1,-3,(-9 : -27*s + 4 : 1),0.129944442393131875865405993


2394l2,-3,(-12 : 1/2*(171*s + 11) : 1),0.259888884786263751730811986


2394m1,-3,(-9*s - 6 : 45*s + 178 : 1),0.134410766267946910737570646


2394m2,-3,(-9 : -315*s + 4 : 1),1.07528613014357528590056517


2394m3,-408,(9 : 1/2*(513*s - 10) : 1),0.929863364655339626382862772


2394m4,-840,(-39 : 1/2*(81*s + 38) : 1),1.10081895158510411456997697


2394n1,-435,(-48 : 1/2*(189*s + 47) : 1),1.26546827211903740603855676


2394n2,-120,(3 : -243*s - 2 : 1),0.721482409464434606618187601


2394n3,1,(-21 : 1333 : 1),0.630992877127402112836470872


2394n4,701,(56 : 1/2*(1463*s - 57) : 1),3.01772744237653033237770296


2394n5,313,(-21 : 4032*s + 10 : 1),1.24844938408033730502562868


2394n6,185,(75 : -41040*s - 38 : 1),3.10313843574775667067446841


2394o1,1,(3 : 34 : 1),0.151627780223644184497199383


2394o2,24,(3*s + 27 : -33*s + 130 : 1),0.0758138901118220922485996917


