CremonaReference,Discriminant,Point,Height
1392a1,-4,(-2 : -3/2*s : 1),0.103576454997155539139619303


1392b1,1,(0 : 4 : 1),0.225440270607510961511050390


1392c1,-4,(0 : -3/2*s : 1),0.109996153146582668452520904


1392d1,-4,(-6 : 1/2*s : 1),0.245110377719434330052968626


1392e1,-584,(2 : 18*s : 1),1.65760083248444944186841968


1392f1,8,(-1/2 : -29/8*s : 1),0.361235616967410151091546055


1392g1,1,(17 : 87 : 1),0.110627485646930380005832021


1392h1,28,(12 : -8*s : 1),0.653938026922234151025719512


1392h2,28,(2*s + 4 : -8*s + 20 : 1),0.326969013461117075512859756


1392h3,33,(4*s + 14 : 8*s + 74 : 1),1.20478786265752722649125271


1392h4,860,(56 : -6*s : 1),1.11491331048976961855356830


1392i1,-244,(20 : 576*s : 1),1.25896043267073768608798705


1392i2,NA,NA,E1


1392j1,-4,(-4 : -3/2*s : 1),0.114546405183450126611381626


1392k1,-52,(-20 : -18*s : 1),0.715519052612292676518995004


1392k2,NA,NA,E1


1392l1,12,(2 : -1/2*s : 1),0.0767465424679445009412935865


1392m1,1,(10 : 24 : 1),0.111338292299578166120886604


1392n1,-20,(-4 : -27/2*s : 1),0.115934372127398208657084549


1392o1,-4,(0 : 1/2*s : 1),0.145605973483923798287243658


1392p1,12,(14 : -8*s : 1),0.0273217016665049324201465617


