CremonaReference,Discriminant,Point,Height,Provable
504a1,1,(0 : 3 : 1),0.257561760151307851848950043,0

504a2,12,(s + 3 : -3*s + 12 : 1),0.128780880075653925924475021,0

504b1,12,(-3*s + 6 : -9*s + 27 : 1),0.369111185107288995203649736,0

504b2,-3,(-3 : -18*s : 1),0.209456565001608961031408557,0

504c1,-4,(3*s + 3 : -9*s : 1),0.284457192406105625518463968,0

504c2,-20,(-3*s - 3 : 9*s + 54 : 1),0.286247070738016643054569856,0

504c3,-20,(-21 : 18*s : 1),0.572494141476033286109139712,0

504c4,-4,(11 : 14*s : 1),0.284457192406105625518463968,0

504d1,-3,(0 : -9*s : 1),0.257561760151307851848950043,0

504d2,-15,(-15 : 6*s : 1),0.380916244322789139373141066,0

504e1,12,(1/2*(s + 2) : 3 : 1),0.104728282500804480515704279,1

504e2,1,(1 : 6 : 1),0.209456565001608961031408557,0

504f1,12,(1/2*(-3*s - 2) : 3*s + 9 : 1),0.287429397871957276578074732,0

504f2,-3,(1/2*(3*s + 7) : 1/2*(27*s - 9) : 1),0.574858795743914553156149464,0

504f3,-56,(-s - 17 : 5*s + 56 : 1),0.287429397871957276578074732,0

504f4,-24,(-3*s - 13 : -15*s + 72 : 1),0.287429397871957276578074732,0

504g1,-20,(1/2*(3*s + 2) : -9*s + 9 : 1),0.268572833232721302924182769,0

504g2,-15,(1 : 54*s : 1),0.334731833959113000910066300,0

504g3,-35,(-29 : -216*s : 1),2.05902399119458529804588803,0

504g4,-420,(13 : -9*s : 1),0.866542351809706222622091052,0

504h1,12,(1 : -3*s : 1),0.239919898725202576011639771,0

504h2,12,(7 : 6*s : 1),0.119959949362601288005819885,0

