CremonaReference,Discriminant,Point,Height
1587a1,13,(1/2*(s + 9) : 5 : 1),0.406033236735382871972617646


1587a2,13,(3*s + 8 : 1/2*(33*s - 137) : 1),0.512649489627194292761992083


1587b1,-299,(13 : 1/2*(-207*s - 13) : 1),1.02529897925438858552398417


1587b2,NA,NA,E1


1587c1,69,(-2 : 1/2*(23*s + 1) : 1),0.355033759711027419267041516


1587c2,920,(21 : 1/2*(23*s - 22) : 1),0.975655008497408955070226888


1587d1,-943,(-8 : 1/2*(-69*s - 1) : 1),1.87722132282935053960438937


1587e1,1,(4 : -5 : 1),0.0926105228742774967200854434


