CremonaReference,Discriminant,Point,Height,Provable
901a1,-7,(4 : 1/2*(-17*s - 5) : 1),0.581414367556689036325843984,0

901a2,24,(11 : 1/2*(17*s - 12) : 1),0.681673679232759519588234792,0

901b1,113,(-14 : 1/2*(289*s + 13) : 1),1.54978494318039980056246066,0

901b2,29,(9 : 238*s - 5 : 1),2.51608872253009008180737404,0

901c1,8,(-7/2 : 1/8*(17*s - 4) : 1),0.591230097817468600665959636,0

901c2,-56,(-15/2 : 1/8*(-53*s - 4) : 1),0.689810962122309924708712185,0

901d1,-103,(-22 : 1/2*(-53*s + 21) : 1),1.03886133349818477364323032,0

901e1,1,(-23/4 : -905/8 : 1),0.226528016915941669486547968,0

901f1,1,(-1 : -1 : 1),0.394514669343099080986644797,1

