CremonaReference,Discriminant,Point,Height,Provable
2895a1,-3,(0 : 1/2*(-5*s - 1) : 1),0.187440291536807003535680751,0

2895b1,21,(5*s + 10 : 1/2*(-5*s - 271) : 1),0.205145459415369630209683954,0

2895c1,1,(14 : -63 : 1),0.180351928238195923620064427,0

2895d1,13,(12 : 1/2*(45*s - 1) : 1),0.506061546432210402098871306,0

2895d2,93,(1/2*(5*s + 3) : -5*s - 293 : 1),0.736329320884344120482214901,0

2895d3,-543,(-43 : 1/2*(125*s - 1) : 1),1.31780569757070229259242491,0

2895e1,28,(-13/2 : 1/8*(-405*s + 26) : 1),0.556505841327984857587573928,0

2895e2,-4,(1/2*(-21*s + 32) : 1/2*(-495*s - 268) :  1),0.739205612951216212844325583,0


2895e3,-751,(3*s + 34 : -144*s + 973 : 1),2.16640797890909865695755695,0

2895e4,-308,(17/2 : 1/8*(-375*s - 34) : 1),1.14007836890730891487397199,0

