CremonaReference,Discriminant,Point,Height
2835a1,120,(13/2 : 1/8*(-7*s - 4) : 1),0.362232703878927775001564680


2835a2,33,(6 : 1/2*(15*s - 1) : 1),0.728287273716149841201485311


2835b1,-3,(5 : 1/2*(-7*s - 1) : 1),0.203443154211336685416351267


2835b2,-39,(-9 : 1/2*(63*s - 1) : 1),0.853748020912037680463748212


2835c1,-3,(-1 : 1/2*(35*s - 1) : 1),0.0354768730336013887616868659


2835d1,21,(-1 : 1/2*(-s - 1) : 1),0.151494974424881403402055817


2835e1,21,(1/2*(5*s - 1) : 1/2*(-15*s + 69) : 1),0.519511390981188780418881558


2835e2,1,(-15 : -32 : 1),0.203443154211336685416351267


2835f1,1,(3 : 157 : 1),0.0354768730336013887616868659


2835g1,-56,(-9/2 : 1/8*(-15*s - 4) : 1),0.460770124400016850715976199


2835g2,-7,(12 : 1/2*(63*s - 1) : 1),0.407349866713183867347068450


2835h1,-7,(3 : 1/2*(-9*s - 1) : 1),0.151494974424881403402055817


