CremonaReference,Discriminant,Point,Height
1200a1,12,(1/2*(5*s + 24) : 1/2*(25*s + 100) :  1),0.416482586932932947496208322




1200a2,5,(-5*s + 7 : -15*s + 25 : 1),0.374241721443890546762224472


1200a3,-120,(-8 : -10*s : 1),0.539636932338589557218451683


1200a4,-4,(3*s + 14 : 21*s - 6 : 1),0.187120860721945273381112237


1200a5,1,(32 : -300 : 1),0.374241721443890546762224473


1200a6,8,(4 : 54*s : 1),0.534270860886457729447910848


1200b1,5,(12 : 60*s : 1),0.287324406759416629086892784


1200b2,40,(-8 : 50*s : 1),0.664938096089930723245329149


1200c1,-20,(-3 : -5*s : 1),0.196786478120709652647547714


1200d1,-4,(-7 : -9*s : 1),0.142500503120067278877458991


1200e1,140,(1/2*(5*s + 36) : 1/2*(25*s + 300) :  1),0.397201134439157616790100000




1200e2,-4,(3*s - 10 : -6*s + 66 : 1),0.400324670045229244866079834


1200e3,105,(1/2*(5*s + 61) : 25*s - 75 : 1),0.681221730099433238412134819


1200e4,40,(18 : -30*s : 1),0.380232254452351324400913426


1200e5,29,(18 : 500*s : 1),1.59789232715073123620360176


1200e6,120,(-2 : 50*s : 1),0.432355383063025910391861668


1200f1,-4,(-1 : -s : 1),0.196786478120709652647547714


1200g1,5,(5*s + 13 : -25*s - 75 : 1),0.222905284926845802907508549


1200g2,5,(-2 : 20*s : 1),0.445810569853691605815017096


1200g3,-120,(-22 : -10*s : 1),0.721777306065699909278735253


1200g4,5,(-2 : 180*s : 1),0.222905284926845802907508549


1200h1,-20,(8 : -225/2*s : 1),0.253334227769008495782149316


1200i1,-4,(3*s - 4 : -3*s - 18 : 1),0.0718311016898541572717231959


1200i2,1,(18 : 60 : 1),0.143662203379708314543446392


1200j1,-15,(2 : 10*s : 1),0.325078210998281531387058286


1200j2,-15,(2 : 50*s : 1),0.650156421996563062774116571


1200j3,-132,(-28 : 100*s : 1),1.64493571916604554594552378


1200j4,76,(2*s - 20 : -8*s + 308 : 1),0.791874402642698210356726346


1200j5,140,(32 : -150*s : 1),0.344589038412044577656737144


1200j6,145,(2 : 50*s : 1),1.18204132663585244645031135


1200j7,44,(8 : -2622*s : 1),4.24701853616462880836008675


1200j8,8,(-20 : 972*s : 1),0.537222968112916282490309811


1200k1,-40,(-3 : -3*s : 1),0.277060067941381176520512314


1200k2,40,(17 : -25*s : 1),0.361835155506331248715907352


1200l1,5,(-3 : -30*s : 1),0.159999281025199233568710217


1200l2,613,(17 : -50*s : 1),1.86364603751281076223972720


1200m1,-4,(-2*s + 4 : 6*s + 4 : 1),0.130105512113855488286062510


1200m2,1,(16 : 8 : 1),0.260211024227710976572125020


1200m3,-4,(-8*s - 16 : -24*s + 16 : 1),0.650527560569277441430312551


1200m4,-52,(-36 : 54*s : 1),0.527698271769251066571906928


1200n1,-20,(-3 : -15/2*s : 1),0.121183932812153086174497651


1200n2,-20,(-8 : -25*s : 1),0.242367865624306172348995302


1200o1,5,(3*s + 8 : 12*s + 30 : 1),0.111697924022557031009305056


1200o2,1,(19 : 6 : 1),0.479997843075597700706130651


1200p1,1,(28 : 150 : 1),0.448117683628981815073472655


1200p2,-35,(8 : -90*s : 1),0.758097358149428431104313315


1200p3,140,(38 : 50*s : 1),0.722815623314009922108811229


1200p4,-35,(-22 : -600*s : 1),0.379048679074714215552156658


1200p5,1,(42 : 648 : 1),0.448117683628981815073472654


1200p6,665,(28 : -150*s : 1),2.02947102270494181749957557


1200p7,-440,(58 : -120*s : 1),2.56967060100798356797337962


1200p8,865,(-22 : 1200*s : 1),2.37036444015316592808492813


1200q1,60,(-2 : -20*s : 1),0.137280995874540484536981780


1200q2,5,(8 : 450*s : 1),1.04084409691084390628850008


1200q3,-340,(-2 : 80*s : 1),0.872451479487425546516708418


1200q4,-35,(-2 : -1440*s : 1),0.603219064827332552225608766


1200r1,12,(-7 : -10*s : 1),0.0255880904512625789883957864


1200r2,-15,(-2 : -45*s : 1),0.918330811097042449292323211


1200s1,-4,(-7 : -15/2*s : 1),0.121183932812153086174497651


1200s2,-4,(3*s : 6*s - 6 : 1),0.0605919664060765430872488256


