CremonaReference,Discriminant,Point,Height
2745a1,-3,(3 : 1/2*(45*s - 3) : 1),0.281806885566419385129611566


2745a2,-3,(0 : 90*s : 1),0.563613771132838770259223132


2745b1,33,(10 : 1/2*(-183*s - 1) : 1),0.812608654651137684599832101


2745c1,-84,(-19 : 1/2*(-9*s + 18) : 1),0.859220551550777484731044157


2745c2,61,(1/2*(-7*s + 23) : 11*s - 113 : 1),0.486186360723272485013353685


2745c3,1,(-22 : -354 : 1),0.972372721446544970026707370


2745c4,-15,(1/2*(-3*s + 31) : 1/2*(-39*s + 141) :  1),0.427823042832102220611323988




2745d1,1,(17 : -68 : 1),0.0989293032187536046219700679


