CremonaReference,Discriminant,Point,Height
1320a1,-8,(1/2*(-s + 6) : 2*s - 1 : 1),0.329570166754698737994712917


1320a2,-4,(-3*s - 2 : -3*s + 12 : 1),0.206880803983670710940072623


1320b1,-3,(1/2*(-s - 7) : -s - 3 : 1),0.692541065892766466558120523


1320b2,5,(-4*s + 4 : -6*s + 20 : 1),0.346270532946383233279060262


1320b3,12,(-s + 12 : 5*s - 6 : 1),0.241899614821889348600229134


1320b4,-4,(3*s + 8 : 15*s + 30 : 1),0.393899333991077559620415259


1320c1,57,(17 : 55*s : 1),0.635733872270437291692562973


1320c2,37,(-26 : 150*s : 1),0.745389188723859360579238177


1320d1,1,(-3 : 33 : 1),0.127415428350673800121594593


1320d2,1,(0 : 132 : 1),0.254830856701347600243189185


1320e1,-115,(-37 : -27*s : 1),0.858749324831838986474012137


1320e2,-4,(-14 : 270*s : 1),0.291134704450132791116090972


1320f1,129,(-s + 21 : -7*s + 81 : 1),0.695611739697393339273593675


1320f2,12,(-2/3 : -110/9*s : 1),0.574996178362720212231149703


1320f3,444,(2*s + 22 : -8*s - 196 : 1),0.994078773125506437865247899


1320f4,-4,(-14 : 30*s : 1),0.722110726106498506549174763


1320g1,-4,(1/2*(-3*s + 4) : -3*s - 3 : 1),0.101517595938027816231089298


1320g2,1,(8 : 6 : 1),0.203035191876055632462178595


1320h1,24,(-7/2 : -75/8*s : 1),0.686492427030622973085656140


1320h2,5,(6*s + 24 : -36*s + 120 : 1),0.409625591789919691819097994


1320h3,8,(-1 : 165/2*s : 1),0.620976989902194717232187274


1320h4,553,(54 : -60*s : 1),2.26001978701247597841451202


1320h5,-52,(10 : -198*s : 1),0.768558201441399575447607261


1320h6,140,(-16 : 33*s : 1),0.801773088160822825045116315


1320i1,-4,(5/2*s : 5 : 1),0.337278430907405348042777030


1320i2,-7,(3*s + 7 : 15*s - 3 : 1),0.587172832835782782246345158


1320i3,-40,(s - 10 : 9*s - 40 : 1),0.337278430907405348042777030


1320i4,40,(-s + 10 : -11*s - 40 : 1),0.337278430907405348042777030


1320j1,12,(1/2*(-3*s + 8) : -3*s + 3 : 1),0.398545135657506195235860889


1320j2,-7,(0 : 30*s : 1),0.588579543129152284271196020


1320j3,-323,(-42 : -12*s : 1),1.76100901598427572702311099


1320j4,-4,(14 : -60*s : 1),0.465956362852327044668589410


1320k1,12,(1/2*(-3*s + 20) : -6*s + 27 : 1),0.0622784079352020279165106448


1320k2,1,(2 : 30 : 1),0.124556815870404055833021290


1320l1,-3,(-3 : -25*s : 1),0.326786313323980258762596279


1320l2,-340,(-28 : -10*s : 1),1.49784109730814891792057894


1320m1,-4,(1/2*(-3*s + 4) : 6*s - 9 : 1),0.538398350043973503605899212


1320m2,-39,(1/2*(3*s + 13) : -12*s + 18 : 1),0.592804019116524420608197844


1320m3,-3,(-8 : -176*s : 1),1.07142242385527772016509169


1320m4,24,(3*s + 2 : 18*s - 174 : 1),0.873436041412771094365953871


1320m5,NA,NA,E1


1320m6,-20,(-20 : 66*s : 1),0.598127147112416252757747248


1320n1,12,(1/2*(5*s + 40) : -35*s + 75 : 1),0.0861856931233886482431286765


1320n2,1,(66 : 270 : 1),0.172371386246777296486257352


1320n3,-104,(17/2 : -1215/8*s : 1),0.991178079162250699157958451


1320n4,1,(0 : -600 : 1),0.344742772493554592972514705


