CremonaReference,Discriminant,Point,Height,Provable
1206a1,1,(2 : 2 : 1),0.120161491240180284474334698,0

1206b1,-15,(-16 : -9*s + 8 : 1),0.311452185353280896903015057,0

1206b2,-15,(-13 : 1/2*(-27*s + 13) : 1),0.622904370706561793806030114,0

1206c1,-3,(-5 : -9*s + 2 : 1),0.120161491240180284474334698,0

1206d1,1,(11 : 30 : 1),0.0604034456049081458181272041,0

1206e1,-15,(3 : -3*s - 2 : 1),0.579157288675549506813659611,0

1206e2,-8,(s - 7 : -21*s + 19 : 1),0.460400875158992019168945061,0

1206e3,-456,(-51 : 9*s + 25 : 1),1.88477176997806338864032152,0

1206e4,-19,(14 : 1/2*(67*s - 15) : 1),0.669773735396366942896976985,0

1206f1,-183,(-3 : 9*s + 1 : 1),0.927011183938962177333923096,0

1206f2,-39,(-3 : 36*s + 1 : 1),1.08902309718020367140412458,0

1206f3,113,(27 : -288*s - 14 : 1),1.14017528537651734798718644,0

