CremonaReference,Discriminant,Point,Height,Provable
1020a1,-3,(-2 : 5*s : 1),0.187062382372763718922198562,0

1020b1,5,(-3*s + 4 : -6*s + 15 : 1),0.173641525189297861069506954,0

1020b2,-15,(-2*s : 4*s + 10 : 1),0.249409827359237156581586981,0

1020c1,1,(20 : 5 : 1),0.0537405475773864473470316161,0

1020d1,5,(0 : 3*s : 1),0.0681664471061459862752507874,0

1020e1,-15,(-6 : -3*s : 1),0.303403109836330523753488723,0

1020e2,5,(10 : 17*s : 1),0.376649910125942565745963236,0

1020f1,664,(13/2 : -3249/8*s : 1),5.03276330885196174972714546,0

1020f2,493,(4 : -510*s : 1),2.78103794740567042821973964,0

1020g1,-15,(1/2*(3*s - 1) : 6*s - 15 : 1),0.188829651837504783664593380,0

1020g2,-843,(-47 : -s : 1),1.73307842597886985979799437,0

1020h1,1,(10 : 75 : 1),0.0192477773538670400008885530,0

