CremonaReference,Discriminant,Point,Height
2368a1,8,(5 : -2*s : 1),0.167921841533452662773404947


2368b1,8,(-3 : -2*s : 1),0.0962411794018921456598459343


2368c1,40,(1 : 1/2*s : 1),0.316316859601171706376165326


2368c2,-8,(-3/2 : 37/8*s : 1),0.341892387607127433655661108


2368c3,NA,NA,E1


2368d1,21,(1/2*(s + 5) : 1/2*(s + 13) : 1),0.661976761954992362721980091


2368d2,104,(s - 2 : 2*s - 20 : 1),0.601236820581392395614129195


2368e1,-84,(-1/2*s : -s - 8 : 1),0.661976761954992362721980091


2368e2,-24,(-10 : 2*s : 1),0.622527694276460926246537111


2368f1,8,(1 : -2*s : 1),0.0853529934667928156266523789


2368g1,8,(0 : 1/2*s : 1),0.0511114082399688402358861004


2368h1,8,(4 : 1/2*s : 1),0.211417693148485934681736733


2368i1,-8,(-4 : 1/2*s : 1),0.211417693148485934681736733


2368j1,-40,(-1 : -1/2*s : 1),0.316316859601171706376165326


2368j2,8,(3/2 : -37/8*s : 1),0.341892387607127433655661108


2368j3,NA,NA,E1


2368k1,-8,(-5 : -2*s : 1),0.167921841533452662773404947


2368l1,-8,(3 : -2*s : 1),0.0962411794018921456598459343


2368m1,8,(1/2*(s + 2) : 1/2*(-s - 4) : 1),0.335433060082979218789428616


2368n1,8,(1/2*(s + 2) : -1/2*s : 1),0.297873385230360766373387902


2368o1,-8,(-1 : 2*s : 1),0.0853529934667928156266523789


2368p1,-4,(-1 : -37/2*s : 1),0.156820051552193964479143100


2368q1,-8,(0 : 1/2*s : 1),0.0511114082399688402358861004


2368r1,1,(1 : 37 : 1),0.156820051552193964479143100


