CremonaReference,Discriminant,Point,Height
2328a1,-3,(4 : 6*s : 1),0.624250491191088365947790075


2328a2,-24,(-2*s + 6 : 8*s - 4 : 1),0.584961091889388893256031164


2328b1,12,(3*s : -9*s + 30 : 1),0.460842956532789732801192897


2328b2,-4,(6*s + 8 : 27*s - 24 : 1),0.504793964121138358276508408


2328c1,-8,(-3*s + 1 : 9*s + 15 : 1),0.303392355921396047445468682


2328c2,-11,(-10 : -6*s : 1),0.486490336728939289242328787


2328d1,-4,(8 : -9*s : 1),0.426720559735782765570878392


2328d2,8,(-3*s + 8 : -18*s - 78 : 1),0.463488807361195672992551985


2328e1,1,(-2 : 6 : 1),0.330203735230868013178833508


2328e2,24,(s + 4 : 11*s - 24 : 1),0.165101867615434006589416754


2328f1,24,(-s : -s : 1),0.420842402666814869299758296


2328f2,-4,(-2*s + 8 : -8*s + 36 : 1),0.411994098105353189191407835


