CremonaReference,Discriminant,Point,Height
2720a1,-40,(-16 : 85/2*s : 1),0.471782528347076028524771720


2720b1,-8,(-4 : 5*s : 1),0.186992389298612996626326019


2720c1,-660,(-22 : -s : 1),1.27569596956822243983574864


2720c2,-4,(-17 : -34*s : 1),0.390387504495687797567699335


2720d1,40,(16 : -85/2*s : 1),0.471782528347076028524771720


2720e1,8,(4 : 5*s : 1),0.186992389298612996626326019


2720f1,17,(-s + 21 : -8*s - 34 : 1),0.195193752247843898783849668


2720f2,1,(34 : -85 : 1),0.390387504495687797567699335


