CremonaReference,Discriminant,Point,Height,Provable
2300a1,85,(22 : 25*s : 1),0.875581898551433248472284816,0

2300a2,-340,(37 : 125/2*s : 1),0.949211236666564919943575736,0

2300b1,5,(5 : 5*s : 1),0.0498083972980648266401690939,0

2300c1,-4,(5*s - 10 : 50 : 1),0.276391199917878948936478845,0

2300d1,5,(-5*s - 7 : 25 : 1),0.267595843916893018562346280,0

2300e1,-115,(-13 : 5*s : 1),0.442882836729193212480962704,0

2300e2,-15,(1/2*(-5*s - 21) : 5*s + 50 : 1),0.275285531571498088975549760,0

2300f1,920,(12 : -5*s : 1),0.595442931758796918078605371,0

2300f2,-799,(-2 : 46*s : 1),2.00304410370132357353033909,0

2300g1,1,(-15 : -575 : 1),0.113968630819249694313989713,0

2300h1,184,(2 : -s : 1),0.595442931758796918078605371,0

2300h2,-8,(-10 : 23*s : 1),0.319584218435406168070775144,0

