CremonaReference,Discriminant,Point,Height,Provable
1530a1,-287,(1/2*(-5*s - 45) : -5*s - 175 : 1),0.911625054880311629329846525,0

1530a2,-168,(28 : -150*s - 14 : 1),0.917729947831143568802329363,0

1530b1,1,(-43 : -3591 : 1),1.01154643805279645195850548,0

1530b2,696,(49/4 : 1/16*(-14535*s - 98) : 1),3.64106518294089866824522172,0

1530c1,-11,(8 : 36*s - 4 : 1),0.493158829394482121838318225,0

1530c2,-39,(-25 : 1/2*(153*s + 25) : 1),1.08756611848401879283587585,0

1530c3,-239,(-15 : 1/2*(-713*s + 15) : 1),5.65014834862664329793073769,0

1530c4,-7,(-20 : -170*s + 10 : 1),0.624207326220419989105965057,0

1530c5,57,(-37 : 1/2*(765*s + 37) : 1),0.744074181853239868718248750,0

1530c6,-159,(-34 : 153*s + 17 : 1),1.56363935754681446092156231,0

1530c7,NA,NA,E1,NA

1530c8,92,(50 : 1/2*(1125*s - 50) : 1),0.984252797757068627009872699,0

1530d1,13,(-5*s + 5 : 35*s - 50 : 1),0.342525343652019729842820339,0

1530d2,12,(18 : -75*s - 9 : 1),0.343803591611837833328030952,0

1530d3,145,(1/2*(3*s + 105) : 1/2*(-123*s + 465) :  1),0.784589035990960099288289667,0


1530d4,NA,NA,E1,NA

1530e1,-15,(1/2*(-3*s - 3) : 12 : 1),0.357529769901825028046803583,0

1530e2,-15,(1/2*(3*s + 9) : 1/2*(15*s - 27) : 1),0.178764884950912514023401792,0

1530e3,-15,(-3*s - 18 : 12*s + 99 : 1),0.357529769901825028046803583,0

1530e4,24,(9/2*s : 1/2*(45*s - 216) : 1),0.357529769901825028046803583,0

1530f1,-255,(1/2*(3*s - 41) : 1/2*(-3*s + 403) :  1),0.296951896363252415238435201,0


1530f2,21,(-6*s + 20 : -24*s - 217 : 1),0.243196505900437973153900013,0

1530f3,1,(47 : -1711 : 1),0.296951896363252415238435202,0

1530f4,57,(-13 : 1/2*(-153*s + 13) : 1),0.574178735614162080718421080,0

1530g1,-51,(-18 : -30*s + 9 : 1),0.0842427506221853871690680949,0

1530g2,21,(6 : -510*s - 3 : 1),0.0458207852817410660881366592,0

1530h1,-15,(2 : -9*s - 1 : 1),0.155847062809501347278806300,0

1530h2,12,(-22 : 1/2*(27*s + 22) : 1),0.288216701854403076295934137,0

1530i1,-31,(-25 : -68*s + 12 : 1),0.797089427878906233711714893,0

1530i2,-628,(-25 : -170*s + 12 : 1),1.86630031061152630117625778,0

1530j1,1,(17 : 76 : 1),0.0855267144367776746457323470,0

1530j2,1,(-59 : -346 : 1),0.171053428873555349291464694,0

1530k1,-3,(0 : 1/2*(-15*s - 1) : 1),0.205134543967881609691468002,0

1530k2,-3,(3 : 15*s - 2 : 1),0.102567271983940804845734001,0

1530l1,1,(3 : 430 : 1),0.137337126117197666349271961,0

1530l2,8,(3 : 1260*s - 2 : 1),2.33815008830094807209703098,0

1530m1,-51,(6 : 1/2*(-3*s - 7) : 1),0.553231748126630546258010911,0

1530m2,-15,(3*s : 67 : 1),0.0505902013480259206514226953,0

1530n1,12,(7 : 1/2*(-3*s - 8) : 1),0.138169166520359472793040979,0

1530o1,-15,(-19 : 306*s + 9 : 1),0.0525508914465074974213927631,0

1530o2,-87,(-43 : -990*s + 21 : 1),2.16314816443891005505534193,0

1530p1,-11,(12 : 1/2*(765*s - 13) : 1),1.06072728859794457367337863,0

1530p2,-39,(9 : 204*s - 5 : 1),0.951812291268735994299521937,0

1530p3,969,(-3*s - 90 : 30*s + 274 : 1),0.533307028382015193946267474,0

1530p4,41,(27 : 450*s - 14 : 1),1.08118356108367742882429071,0

