CremonaReference,Discriminant,Point,Height
182a1,33,(17 : 28*s - 9 : 1),0.692258994202298511370390761


182a2,17,(-7*s - 22 : 28*s + 287 : 1),0.316980423752371523331968337


182a3,-23,(-3 : -294*s + 1 : 1),1.02207042448430136586316828


182a4,645,(16 : 1/2*(-169*s - 17) : 1),1.38023131803488616553477922


182b1,-7,(2*s : 2*s - 7 : 1),0.0965485554772601346504422816


182b2,-4,(-2 : -13*s + 1 : 1),0.162017554190399253382003330


182b3,-43,(-31 : 1/2*(-167*s + 31) : 1),3.96613815385817645563508528


182c1,13,(-1 : -98*s : 1),0.168931241430573337235533308


182d1,-4,(-3 : 1/2*(-7*s + 2) : 1),0.0802763745393515643876759875


182e1,5,(2 : 13*s - 1 : 1),0.0731172542619576753036868552


