CremonaReference,Discriminant,Point,Height
1017a1,1,(2 : -2 : 1),0.237569136300152044420419816


1017b1,1,(26 : -7 : 1),0.489748444277401959397432491


1017c1,1,(0 : -2 : 1),0.221394783816242397564078722


1017d1,1,(1 : -2 : 1),0.286676650207951397883406188


1017e1,-3,(-6 : 1/2*(9*s - 1) : 1),0.237569136300152044420419816


1017f1,-3,(1 : 1/2*(9*s - 1) : 1),0.221394783816242397564078722


1017g1,-116,(-5 : -81*s + 2 : 1),2.81576628640085646882709883


1017h1,-3,(-3 : 1/2*(9*s - 1) : 1),0.286676650207951397883406188


1017i1,-39,(-28 : 1/2*(27*s - 1) : 1),0.322261507997009789271444695


1017j1,5,(1/2*(-3*s + 1) : 1/2*(-3*s - 5) : 1),0.495876452880594098011117606


1017j2,-11,(s + 4 : 1/2*(3*s + 25) : 1),0.584315482545331502357856981


1017k1,-3,(-4 : 1/2*(9*s - 1) : 1),0.0844510137202551254028295500


1017l1,-15,(-11 : 1/2*(-27*s - 1) : 1),0.187737969783813527321383308


