CremonaReference,Discriminant,Point,Height,Provable
975a1,140,(20 : 1/2*(-15*s - 20) : 1),0.590291323028663228966732594,0

975a2,205,(1/2*(5*s - 35) : 5*s - 135 : 1),0.782877145168665568101158699,0

975a3,-595,(25 : 1/2*(75*s - 25) : 1),1.23825598581662914460793917,0

975a4,860,(-15/2 : 1/8*(-135*s + 30) : 1),1.06124366125234295098317792,0

975a5,-280,(20 : -375*s - 10 : 1),1.87595644801723469139044449,0

975a6,-408,(-28 : 1/2*(-169*s + 28) : 1),1.55994092500470293794417324,0

975a7,NA,NA,E1,NA

975a8,-120,(50 : 625*s - 25 : 1),0.677682066923210402807791667,0

975b1,-15,(2 : 1/2*(-5*s - 1) : 1),0.0995172561514167819149880405,0

975c1,120,(10 : 1/2*(25*s - 10) : 1),1.03823994882586048127457769,0

975d1,-15,(-13 : 1/2*(75*s - 1) : 1),0.0376711581370871507059230084,0

975e1,-15,(0 : 1/2*(-65*s - 1) : 1),0.194406897669735115019523062,0

975f1,5,(-13 : 1/2*(45*s - 1) : 1),0.387748050110652345108279418,0

975g1,-4,(1/2*(-5*s + 4) : 1/2*(15*s - 2) : 1),0.447301746700300938460336745,0

975g2,-4,(3*s - 5 : -6*s + 28 : 1),0.520229772905480801752980924,0

975g3,-15,(-13 : 1/2*(45*s + 13) : 1),0.282583906544887751662188128,0

975g4,33,(19 : 1/2*(13*s - 19) : 1),0.801878520189559382503726995,0

975h1,-3,(1/2*(-s - 7) : -s - 1 : 1),0.192241213751520229416598924,0

975i1,1,(48 : 112 : 1),0.166263144627656684514812724,0

975j1,1,(3 : -8 : 1),0.0969370125276630862770698547,0

975k1,1,(-3 : -6 : 1),0.0571705373225693118372242829,0

