CremonaReference,Discriminant,Point,Height
1792a1,-4,(-7 : -7*s : 1),0.332142580120937176153221862


1792a2,-24,(-7 : -7*s : 1),0.749622040805223601433697576


1792b1,88,(1/2*(s + 6) : -s - 12 : 1),0.519940543167886318332647171


1792b2,8,(-s + 1 : -4*s - 8 : 1),0.368507657999634148799897050


1792c1,-7,(1/2*(s - 1) : 1/2*(s - 7) : 1),0.382842903922487357708240571


1792c2,-7,(3 : 8*s : 1),0.765685807844974715416481141


1792d1,8,(11 : 7*s : 1),0.664285160241874352306443726


1792d2,8,(1 : 7*s : 1),0.332142580120937176153221863


1792e1,8,(1/2*(s + 2) : -s + 4 : 1),0.368507657999634148799897050


1792e2,44,(s + 5 : -2*s - 20 : 1),0.519940543167886318332647171


1792f1,-8,(-11 : 7*s : 1),0.664285160241874352306443726


1792f2,-8,(-1 : 7*s : 1),0.332142580120937176153221863


1792g1,-8,(1/2*(s - 6) : 4 : 1),0.429113198335816051460297832


1792g2,-56,(-s + 5 : 4*s : 1),0.382842903922487357708240571


1792h1,1,(7 : 14 : 1),0.332142580120937176153221862


1792h2,56,(s + 21 : 8*s + 56 : 1),0.166071290060468588076610931


