CremonaReference,Discriminant,Point,Height,Provable
2460a1,-8,(5*s + 3 : 30*s - 45 : 1),0.486111658467176513395646566,0

2460a2,-7,(6 : 30*s : 1),0.286381805857620409316269392,0

2460b1,-35,(-13 : -9*s : 1),0.473131248060899562761903877,0

2460b2,-8,(-6 : -45*s : 1),0.377788454113277501197782767,0

2460c1,5,(3*s + 10 : -15*s - 30 : 1),0.399493102357202926917885412,0

2460c2,5,(-2*s + 6 : -4*s + 30 : 1),0.209153663048144734210338224,0

2460d1,NA,NA,E1,NA

2460e1,-56,(3*s - 31 : 6*s + 213 : 1),0.768838482968998088643368353,0

2460e2,-20,(3*s + 26 : 51*s + 120 : 1),0.454634960930200991725124157,0

2460e3,-955,(-5 : -123*s : 1),2.11443233194556155844740231,0

2460e4,-136,(-19 : -615/2*s : 1),1.16495914752757675042118121,0

