CremonaReference,Discriminant,Point,Height,Provable
1426a1,17,(0 : -s : 1),0.811801429573329059612528545,0

1426a2,41,(-s + 4 : 1/2*(-3*s + 33) : 1),0.511138936725463691708130537,0

1426b1,357,(2*s + 31 : -24*s + 417 : 1),0.927772401561694340965860727,0

1426b2,877,(2*s + 77 : 7*s + 822 : 1),0.858582206475312737681102535,0

1426b3,37,(3 : -64*s - 2 : 1),1.22000339347328833994028262,0

1426b4,-47,(8 : 1/2*(-1633*s - 9) : 1),3.35346487953954078429006926,0

1426c1,8,(-2*s + 5 : 8*s - 25 : 1),0.574021655093978925341429077,0

1426c2,-15,(1/2*(-s - 27) : 6*s + 6 : 1),0.706414385407887750441578709,0

1426d1,-31,(1/2*(-s - 5) : -7 : 1),0.242559879879694344756915783,0

1426d2,-11,(-2*s + 5 : 9*s : 1),0.332512023664619403239552244,0

