CremonaReference,Discriminant,Point,Height
806a1,5,(-s : -2*s : 1),0.265773557387572412319044931


806b1,-3,(-8*s : -16*s - 28 : 1),0.254775288202139125914372342


806c1,1,(12 : 25 : 1),0.0999252112207604814397407492


806d1,1,(33 : -225 : 1),0.179082029264575756337340958


806e1,-247,(-54 : -32*s + 27 : 1),0.594556648790208455672567804


806e2,-52,(42 : 248*s - 21 : 1),0.956430492210252357986683423


806e3,NA,NA,E1


806f1,321,(-1/3 : 1/9*(-403*s - 3) : 1),1.30917057073630173617636138


806f2,248,(-33 : 1/2*(-19*s + 32) : 1),5.40619681120787707777524683


