CremonaReference,Discriminant,Point,Height
1866a1,12,(16 : 27*s - 8 : 1),0.534666894452582176453786099


1866b1,-11,(0 : 32*s : 1),0.579362399248279562953309339


1866c1,-136,(0 : 27/2*s : 1),0.866777356672540878853485264


1866d1,-7,(-1 : 1/2*(3*s + 1) : 1),0.559341534432514122055733349


1866d2,73,(3*s + 20 : 1/2*(33*s + 283) : 1),0.734217742212158461176572484


1866e1,-3,(-14 : 16*s + 7 : 1),0.292241327152633994512738632


1866e2,-87,(-30 : 8*s + 15 : 1),1.22897677897756357173582182


1866f1,-3,(s : -5 : 1),0.541170001552560981722688052


1866f2,5,(-2*s + 5 : 9*s : 1),0.279052979209965406692063387


1866g1,1,(3 : 7 : 1),0.122934051071911806866648867


1866h1,1,(-2 : 7 : 1),0.0998414234948401719109471923


1866i1,33,(24 : -18*s - 12 : 1),0.689547612619715386144570889


1866i2,NA,NA,E1
