CremonaReference,Discriminant,Point,Height
704a1,264,(1/3 : -1/18*s : 1),0.306230066563959378324962411


704a2,-56,(-13 : -11/2*s : 1),0.111136147141988019664243223


704a3,-824,(7 : 107/2*s : 1),4.13714772374191717900146585


704b1,8,(1/2*(s + 2) : 1/2*(-s - 4) : 1),0.209210228251283273774284217


704c1,-8,(-1 : 1/2*s : 1),0.308894972566784150268184903


704d1,-8,(-1 : 2*s : 1),0.175063830252031989785577193


704d2,-8,(7 : 22*s : 1),0.0583546100840106632618590644


704e1,8,(4 : -2*s : 1),0.0402643643368806429432151523


704f1,8,(1 : -2*s : 1),0.175063830252031989785577193


704f2,8,(-7 : -22*s : 1),0.0583546100840106632618590644


704g1,-8,(-1 : 1/2*s : 1),0.206774281652638008614126109


704h1,8,(6 : -11/2*s : 1),0.113810843757821416988032288


704i1,-8,(-4 : -2*s : 1),0.0402643643368806429432151523


704j1,8,(1/2*(s + 6) : 1/2*(-3*s - 8) : 1),0.161720191254966093896387349


704k1,-264,(-1/3 : -1/18*s : 1),0.306230066563959378324962411


704k2,56,(13 : 11/2*s : 1),0.111136147141988019664243223


704k3,824,(-7 : 107/2*s : 1),4.13714772374191717900146585


704l1,-8,(1/2*(-s + 4) : 1/2*(3*s - 4) : 1),0.102807015705933856334580757


