CremonaReference,Discriminant,Point,Height
1656a1,120,(-3*s - 8 : -9*s - 99 : 1),0.767741600728324696627925909


1656a2,156,(-3*s - 5 : 9*s + 72 : 1),0.622939830559253258598973077


1656a3,-456,(-5 : -18*s : 1),1.52591972349002879505050768


1656a4,156,(-11 : 27*s : 1),0.777365952360593568541298741


1656b1,-3,(1 : -3*s : 1),0.123130911201876540327916332


1656c1,-20,(-3*s - 1 : 9*s + 36 : 1),0.539999261648431620282168672


1656c2,-68,(-s - 23 : s + 70 : 1),0.430962167766487741052794609


1656c3,-836,(-61 : 18*s : 1),1.41764959282629105212182850


1656c4,-168,(-3*s - 7 : -18*s - 342 : 1),0.719058675947743694536613055


1656d1,-87,(25 : 162*s : 1),0.566746885212678732962031053


1656d2,NA,NA,E1


1656e1,12,(12 : -3/2*s : 1),0.255896742483322200321384489


1656f1,-8,(3*s + 3 : -9*s : 1),0.350277472623687918132945650


1656f2,12,(-9 : 6*s : 1),0.408316753352652611225555688


1656g1,1,(1 : 18 : 1),0.412941966479812024799872350


1656g2,24,(3*s + 7 : 3*s - 72 : 1),0.206470983239906012399936175


1656h1,12,(7 : 18*s : 1),0.214018802668778302240344661


1656h2,12,(-11 : 207*s : 1),0.428037605337556604480689321


1656i1,-3,(-5 : -3*s : 1),0.103067236811636715445912720


