CremonaReference,Discriminant,Point,Height,Provable
2712a1,-3,(2 : -2*s : 1),0.378369564657481886493869041,0

2712b1,1,(5 : 9 : 1),0.242754709320172123082765906,0

2712c1,205,(-13 : 226*s : 1),2.00658096317625989086882271,0

2712d1,-3,(-5 : -s : 1),0.328544262812757291458289358,0

2712e1,-4,(0 : 9*s : 1),0.336053615970849983294126943,0

2712f1,-8,(-17 : -113/2*s : 1),0.564985027091429905494302501,0

2712g1,1,(-3 : 18 : 1),0.183111696642290253391631972,0

2712h1,1,(58 : -486 : 1),0.0846578904669366728828615830,0

2712i1,-3,(-5 : -2*s : 1),0.140524975356147278914535625,0

2712j1,-3,(-3 : -2*s : 1),0.406720538167763416525820114,0

