CremonaReference,Discriminant,Point,Height,Provable
2890a1,17,(1/2*(-3*s + 9) : 5*s - 15 : 1),0.480748542347368917437449779,0

2890a2,8,(5/2*s : 1/2*(15*s - 40) : 1),0.240374271173684458718724890,0

2890b1,-8,(-5*s + 16 : -128 : 1),0.542385169337681762202889765,0

2890b2,-595,(18 : 34*s - 9 : 1),1.07710708852619672198090825,0

2890c1,17,(1 : 1/2*(-85*s - 1) : 1),0.205134543967881609691468002,0

2890c2,17,(-16 : -85*s + 8 : 1),0.102567271983940804845734001,0

2890d1,253,(2*s + 52 : 18*s - 1667 : 1),4.25897888124997045712528911,0

2890d2,NA,NA,E1,NA

2890e1,-680,(-27 : 1/2*(-17*s + 26) : 1),0.519683376979443439556709751,0

2890e2,-95,(24 : 1/2*(289*s - 25) : 1),1.27497287322687894114620491,0

2890f1,5,(-4 : -68*s + 2 : 1),0.104257286326539608317333444,0

2890g1,-68,(-4 : 17*s + 2 : 1),1.16386392006325665052676211,0

2890g2,204,(30 : 1/2*(255*s - 30) : 1),2.22242567178502498399644390,0

2890h1,-40,(-2 : 1/2*(-s + 2) : 1),0.519683376979443439556709751,1

2890h2,-4,(-8 : -5*s + 4 : 1),0.178674134092067518697614989,0

2890i1,561,(-67 : 1/2*(1445*s + 67) : 1),1.06072728859794457367337863,0

2890i2,221,(-50 : 1156*s + 25 : 1),0.951812291268735994299521937,0

2890i3,-424,(-47/4 : 1/16*(-7225*s + 94) : 1),3.43187751960892079133454333,0

2890i4,-259,(-52 : 2000*s + 26 : 1),2.08941895065352402685531107,0

2890j1,5,(6 : -8*s - 3 : 1),0.213569272067513959456875290,0

2890j2,-856,(-67/4 : 1/16*(2125*s + 134) : 1),1.83567673016460220719075216,0

2890k1,901,(64 : -272*s - 32 : 1),1.15874410081708293435850895,0

2890l1,-680,(-4 : 1/2*(-17*s + 4) : 1),0.343340755236469897925827324,0

2890m1,952,(69 : 170*s - 35 : 1),1.09206399813065910528087344,0

2890n1,408,(4/3 : 1/9*(340*s - 6) : 1),0.963914370096933649730879846,0

2890n2,-323,(-44 : -170*s + 22 : 1),1.24878303946107065746279417,0

2890o1,1,(24 : -182 : 1),0.0914188500640358739773239923,0

2890p1,1,(3 : 3 : 1),0.0973516303413717828871812038,0

2890p2,-4,(1/2*(5*s + 4) : 15*s + 21 : 1),0.254622149426105604389444526,0

2890q1,-119,(35 : -68*s - 18 : 1),1.23716120260700878437968981,0

2890q2,-119,(-33 : -2890*s + 16 : 1),0.0458207852817410660881366592,0

