CremonaReference,Discriminant,Point,Height
1395a1,21,(1/2*(-3*s - 3) : 3*s + 12 : 1),0.540492458172285547028553988


1395a2,-3,(1/2*(3*s - 9) : -3*s + 27 : 1),0.273391835989630782334096501


1395a3,-132,(21/2 : 1/8*(-135*s - 42) : 1),1.03580249885888718089786595


1395a4,-19,(-7 : 1/2*(31*s + 7) : 1),0.732513650379596162542131201


1395b1,-24,(1/2*(3*s - 8) : 1/2*(3*s - 42) : 1),0.259167606140209247856218639


1395b2,-15,(-10 : 1/2*(45*s + 9) : 1),0.316805600492175895341766246


1395c1,93,(16 : 1/2*(-15*s - 1) : 1),0.691165559132878909917981374


1395c2,165,(-14 : 1/2*(93*s - 1) : 1),0.215198997120195877794016004


1395d1,-3,(-2 : 1/2*(-3*s - 1) : 1),0.184143922617560842882337643


1395e1,5,(1/2*(3*s + 7) : -3*s - 13 : 1),0.208093026962167753392206174


1395e2,5,(3*s + 14 : 1/2*(-39*s - 77) : 1),0.416186053924335506784412347


