CremonaReference,Discriminant,Point,Height,Provable
1421a1,21,(9 : 1/2*(7*s - 1) : 1),0.485346557917394744107908125,0

1421a2,1,(-33 : -25 : 1),0.774967036985576929161716104,0

1421b1,29,(-16 : 1/2*(49*s - 1) : 1),0.185862787255297539098691016,0

1421c1,-3,(-1 : 1/2*(-s - 1) : 1),0.485346557917394744107908125,1

1421c2,8,(5/2 : 1/8*(-29*s - 4) : 1),0.329913461300549596349576482,0

1421d1,-35,(1/2*(-7*s - 13) : 14*s + 113 : 1),0.176404121024514501640044490,0

1421d2,-35,(11 : 98*s - 6 : 1),1.41123296819611601312035592,0

1421e1,728,(39/2 : 1/8*(-49*s - 4) : 1),0.960167504529677589055151774,0

1421e2,17,(-13 : 1/2*(-1847*s - 1) : 1),5.60730124574981052278078096,0

1421f1,-7,(1/2*(7*s + 15) : -14*s - 16 : 1),0.220985411297666556698848206,0

1421g1,-203,(2 : 1/2*(s - 1) : 1),0.185862787255297539098691016,0

1421h1,1,(2 : -4 : 1),0.264995403999539309701902872,0

1421i1,-7,(1/2*(7*s + 17) : 1/2*(-49*s - 1) : 1),0.265944175674887022455598934,0

