CremonaReference,Discriminant,Point,Height,Provable
456a1,12,(s + 4 : -3*s - 6 : 1),0.303366304823753540051739320,0

456a2,28,(-2*s + 10 : 8*s - 52 : 1),0.385287379386462968486061505,0

456b1,28,(-3*s + 8 : 9*s - 48 : 1),0.475877326799262778556788613,0

456b2,28,(-3*s + 6 : 9*s - 30 : 1),0.237938663399631389278394306,0

456b3,-8,(-3*s + 6 : 18*s + 102 : 1),0.549034424095603218514871152,0

456b4,28,(16 : 18*s : 1),0.475877326799262778556788613,0

456c1,1,(3 : 6 : 1),0.0321222210000764774899217068,0

456d1,1,(23 : -114 : 1),0.0962950248367595125129408106,0

