CremonaReference,Discriminant,Point,Height,Provable
1570a1,33,(1/2*(-5*s - 5) : 1/2*(15*s + 75) : 1),0.654214873292922433931036405,0

1570a2,17,(1/2*(-5*s - 9) : 1/2*(15*s + 107) :  1),0.359977887334337983648926211,0


1570a3,17,(-25 : 1/2*(-25*s + 25) : 1),0.719955774668675967297852422,0

1570a4,-168,(1/4*(-5*s + 82) : 1/8*(55*s - 1512) :  1),1.04587447596486315408525061,0


1570b1,1,(3 : 3 : 1),0.266378747554181382323692495,0

1570c1,1,(18 : 1 : 1),0.454738222110910721551716664,0

1570c2,-47,(5*s + 1 : -20*s - 283 : 1),0.520611047990084324604585038,0

1570c3,-488,(-62 : -55*s + 31 : 1),3.41212841464758974495247632,0

1570d1,-35,(-1 : 1/2*(-s + 1) : 1),0.685338166894560673510815079,0

1570d2,-35,(-s : 1/2*(-3*s - 15) : 1),0.342669083447280336755407540,0

