CremonaReference,Discriminant,Point,Height
1424a1,5,(0 : 4*s : 1),0.686020979309961301672869673


1424a2,17,(4*s + 12 : 16*s + 76 : 1),0.487795838110819311203170435


1424b1,-4,(-2 : 2*s : 1),0.112104881230098949420089775


1424c1,28,(16 : -16*s : 1),0.358781630293226529715639702


1424c2,13,(-10 : 178*s : 1),0.784435661893765376880065341


1424d1,-4,(-2 : -s : 1),0.255057603315189967697427755


1424e1,-20,(-2 : -16*s : 1),0.244639040497501919467934045


1424e2,-20,(-4*s + 22 : -188*s - 104 : 1),1.31480366920806266415757927


1424f1,-20,(-6 : 2*s : 1),0.489283486778232938949012660


1424f2,-20,(-2*s + 6 : -8*s + 12 : 1),0.244641743389116469474506330


